Sampling Rate,Model,Value
70%,LambdaMART,1.768570111
70%,LambdaMART,1.752436954
70%,LambdaMART,1.752328745
70%,LambdaMART,1.748776962
70%,LambdaMART,1.739352966
70%,LambdaMART,1.72316611
70%,LambdaMART,1.715698843
70%,LambdaMART,1.698376526
70%,LambdaMART,1.68512137
70%,LambdaMART,1.674601245
70%,LambdaMART,1.643040214
70%,LambdaMART,1.626867929
70%,LambdaMART,1.581589596
70%,LambdaMART,1.552986929
70%,LambdaMART,1.550470034
70%,LambdaMART,1.548803973
70%,LambdaMART,1.533801893
70%,LambdaMART,1.531981917
70%,LambdaMART,1.518919606
70%,LambdaMART,1.501521404
70%,LambdaMART,1.498352815
70%,LambdaMART,1.483003432
70%,LambdaMART,1.476023269
70%,LambdaMART,1.460667302
70%,LambdaMART,1.45394531
70%,LambdaMART,1.451594728
70%,LambdaMART,1.415212254
70%,LambdaMART,1.380735531
70%,LambdaMART,1.37059778
70%,LambdaMART,1.358958884
70%,LambdaMART,1.355388318
70%,LambdaMART,1.345835049
70%,LambdaMART,1.342814756
70%,LambdaMART,1.295322792
70%,LambdaMART,1.293501804
70%,LambdaMART,1.290174243
70%,LambdaMART,1.284270078
70%,LambdaMART,1.272218538
70%,LambdaMART,1.26238141
70%,LambdaMART,1.261121487
70%,LambdaMART,1.243018195
70%,LambdaMART,1.239053779
70%,LambdaMART,1.228025891
70%,LambdaMART,1.22067079
70%,LambdaMART,1.211564223
70%,LambdaMART,1.157566806
70%,LambdaMART,1.152353775
70%,LambdaMART,1.147438256
70%,LambdaMART,1.102720299
70%,LambdaMART,1.095187929
70%,LambdaMART,1.093482647
70%,LambdaMART,1.089385104
70%,LambdaMART,1.066614612
70%,LambdaMART,1.063796149
70%,LambdaMART,1.051115817
70%,LambdaMART,1.041149779
70%,LambdaMART,1.015645
70%,LambdaMART,1.01218246
70%,LambdaMART,0.99993706
70%,LambdaMART,0.99715842
70%,LambdaMART,0.988541045
70%,LambdaMART,0.983245523
70%,LambdaMART,0.983122565
70%,LambdaMART,0.980860326
70%,LambdaMART,0.965866023
70%,LambdaMART,0.961251237
70%,LambdaMART,0.960606741
70%,LambdaMART,0.95849661
70%,LambdaMART,0.945187939
70%,LambdaMART,0.943096361
70%,LambdaMART,0.932449196
70%,LambdaMART,0.928363938
70%,LambdaMART,0.912187922
70%,LambdaMART,0.911582231
70%,LambdaMART,0.909353127
70%,LambdaMART,0.902219972
70%,LambdaMART,0.894880386
70%,LambdaMART,0.882313842
70%,LambdaMART,0.877344739
70%,LambdaMART,0.848124734
70%,LambdaMART,0.829905178
70%,LambdaMART,0.82386739
70%,LambdaMART,0.808835388
70%,LambdaMART,0.804086126
70%,LambdaMART,0.801775944
70%,LambdaMART,0.798100716
70%,LambdaMART,0.796409568
70%,LambdaMART,0.780391638
70%,LambdaMART,0.772829598
70%,LambdaMART,0.753271851
70%,LambdaMART,0.751926677
70%,LambdaMART,0.750664176
70%,LambdaMART,0.748531711
70%,LambdaMART,0.73803685
70%,LambdaMART,0.73397467
70%,LambdaMART,0.732830169
70%,LambdaMART,0.731359336
70%,LambdaMART,0.725350595
70%,LambdaMART,0.71640253
70%,LambdaMART,0.702709687
70%,LambdaMART,0.701493108
70%,LambdaMART,0.699450339
70%,LambdaMART,0.679780291
70%,LambdaMART,0.660490877
70%,LambdaMART,0.650283911
70%,LambdaMART,0.650182485
70%,LambdaMART,0.643254152
70%,LambdaMART,0.64230806
70%,LambdaMART,0.630629741
70%,LambdaMART,0.629076224
70%,LambdaMART,0.624446494
70%,LambdaMART,0.615850538
70%,LambdaMART,0.609507314
70%,LambdaMART,0.608487892
70%,LambdaMART,0.602525933
70%,LambdaMART,0.601204202
70%,LambdaMART,0.596468693
70%,LambdaMART,0.594404468
70%,LambdaMART,0.590653437
70%,LambdaMART,0.580460328
70%,LambdaMART,0.578032738
70%,LambdaMART,0.57245437
70%,LambdaMART,0.565843546
70%,LambdaMART,0.564561953
70%,LambdaMART,0.55896903
70%,LambdaMART,0.550351193
70%,LambdaMART,0.538069725
70%,LambdaMART,0.531623203
70%,LambdaMART,0.530077503
70%,LambdaMART,0.529833842
70%,LambdaMART,0.523796932
70%,LambdaMART,0.52183787
70%,LambdaMART,0.517433297
70%,LambdaMART,0.513540434
70%,LambdaMART,0.506583472
70%,LambdaMART,0.50168334
70%,LambdaMART,0.484000455
70%,LambdaMART,0.481709273
70%,LambdaMART,0.476623374
70%,LambdaMART,0.467993675
70%,LambdaMART,0.440271619
70%,LambdaMART,0.438807832
70%,LambdaMART,0.43365078
70%,LambdaMART,0.422213804
70%,LambdaMART,0.41551524
70%,LambdaMART,0.411735274
70%,LambdaMART,0.401986315
70%,LambdaMART,0.384458271
70%,LambdaMART,0.384227918
70%,LambdaMART,0.380460136
70%,LambdaMART,0.380269359
70%,LambdaMART,0.370062489
70%,LambdaMART,0.3690101
70%,LambdaMART,0.343329808
70%,LambdaMART,0.337599229
70%,LambdaMART,0.336835673
70%,LambdaMART,0.330067019
70%,LambdaMART,0.328320745
70%,LambdaMART,0.308386559
70%,LambdaMART,0.302844364
70%,LambdaMART,0.266168608
70%,LambdaMART,0.258333401
70%,LambdaMART,0.251707947
70%,LambdaMART,0.245135891
70%,LambdaMART,0.239411012
70%,LambdaMART,0.239178065
70%,LambdaMART,0.226549067
70%,LambdaMART,0.216020548
70%,LambdaMART,0.214195497
70%,LambdaMART,0.208239204
70%,LambdaMART,0.191436394
70%,LambdaMART,0.191433678
70%,LambdaMART,0.176364016
70%,LambdaMART,0.175119572
70%,LambdaMART,0.17397728
70%,LambdaMART,0.172087848
70%,LambdaMART,0.159844854
70%,LambdaMART,0.152105358
70%,LambdaMART,0.150826237
70%,LambdaMART,0.132922878
70%,LambdaMART,0.130058547
70%,LambdaMART,0.127288028
70%,LambdaMART,0.11606796
70%,LambdaMART,0.109819824
70%,LambdaMART,0.109192884
70%,LambdaMART,0.10473672
70%,LambdaMART,0.103974478
70%,LambdaMART,0.101399109
70%,LambdaMART,0.092913077
70%,LambdaMART,0.072935653
70%,LambdaMART,0.071720512
70%,LambdaMART,0.066420319
70%,LambdaMART,0.051890738
70%,LambdaMART,0.036220332
70%,LambdaMART,0.028842393
70%,LambdaMART,0.024903999
70%,LambdaMART,0.022656323
70%,LambdaMART,0.02193497
70%,LambdaMART,0.017130483
70%,LambdaMART,-0.001722126
70%,LambdaMART,-0.003190756
70%,LambdaMART,-0.00538669
70%,LambdaMART,-0.013207632
70%,LambdaMART,-0.016639311
70%,LambdaMART,-0.023681111
70%,LambdaMART,-0.025912812
70%,LambdaMART,-0.02620639
70%,LambdaMART,-0.039901837
70%,LambdaMART,-0.047361087
70%,LambdaMART,-0.054815316
70%,LambdaMART,-0.058257767
70%,LambdaMART,-0.062791375
70%,LambdaMART,-0.0734104
70%,LambdaMART,-0.075687523
70%,LambdaMART,-0.086281215
70%,LambdaMART,-0.098982771
70%,LambdaMART,-0.111971571
70%,LambdaMART,-0.115225649
70%,LambdaMART,-0.12147742
70%,LambdaMART,-0.134296078
70%,LambdaMART,-0.141816309
70%,LambdaMART,-0.145292198
70%,LambdaMART,-0.161006272
70%,LambdaMART,-0.162747872
70%,LambdaMART,-0.202396956
70%,LambdaMART,-0.222864894
70%,LambdaMART,-0.256619208
70%,LambdaMART,-0.269933138
70%,LambdaMART,-0.287366293
70%,LambdaMART,-0.349833646
70%,LambdaMART,-0.355470286
70%,LambdaMART,-0.38500541
70%,LambdaMART,-0.438260502
70%,LambdaMART,-0.505474492
70%,LambdaMART,-0.506121635
70%,LambdaMART,-0.519785433
70%,LambdaMART,-0.535036915
80%,LambdaMART,4.952366183
80%,LambdaMART,4.265477234
80%,LambdaMART,3.934413738
80%,LambdaMART,3.355115907
80%,LambdaMART,3.251346974
80%,LambdaMART,3.208357461
80%,LambdaMART,3.139978292
80%,LambdaMART,2.895946664
80%,LambdaMART,2.8875992
80%,LambdaMART,2.88745028
80%,LambdaMART,2.847737468
80%,LambdaMART,2.763206025
80%,LambdaMART,2.708138724
80%,LambdaMART,2.689535855
80%,LambdaMART,2.684732248
80%,LambdaMART,2.639058699
80%,LambdaMART,2.519865447
80%,LambdaMART,2.486930852
80%,LambdaMART,2.486400238
80%,LambdaMART,2.473323783
80%,LambdaMART,2.419525656
80%,LambdaMART,2.373343443
80%,LambdaMART,2.360740921
80%,LambdaMART,2.348155603
80%,LambdaMART,2.340576612
80%,LambdaMART,2.338724387
80%,LambdaMART,2.244213916
80%,LambdaMART,2.240154686
80%,LambdaMART,2.215149572
80%,LambdaMART,2.193276619
80%,LambdaMART,2.174349473
80%,LambdaMART,2.169456524
80%,LambdaMART,2.157339285
80%,LambdaMART,2.142209894
80%,LambdaMART,2.122497414
80%,LambdaMART,2.110637204
80%,LambdaMART,2.084143968
80%,LambdaMART,2.044998545
80%,LambdaMART,2.042948115
80%,LambdaMART,2.042155617
80%,LambdaMART,2.042122492
80%,LambdaMART,2.035998135
80%,LambdaMART,2.019823787
80%,LambdaMART,2.003915658
80%,LambdaMART,2.000372347
80%,LambdaMART,1.985236173
80%,LambdaMART,1.981163786
80%,LambdaMART,1.959999648
80%,LambdaMART,1.956948429
80%,LambdaMART,1.950575483
80%,LambdaMART,1.932477259
80%,LambdaMART,1.931975084
80%,LambdaMART,1.919710401
80%,LambdaMART,1.90573177
80%,LambdaMART,1.894677719
80%,LambdaMART,1.876960751
80%,LambdaMART,1.837739421
80%,LambdaMART,1.826407499
80%,LambdaMART,1.804104796
80%,LambdaMART,1.801001699
80%,LambdaMART,1.780027134
80%,LambdaMART,1.764919405
80%,LambdaMART,1.759676325
80%,LambdaMART,1.759528384
80%,LambdaMART,1.756575675
80%,LambdaMART,1.74915722
80%,LambdaMART,1.745478289
80%,LambdaMART,1.731028985
80%,LambdaMART,1.72254994
80%,LambdaMART,1.721337263
80%,LambdaMART,1.708772761
80%,LambdaMART,1.684179528
80%,LambdaMART,1.674227382
80%,LambdaMART,1.668626611
80%,LambdaMART,1.636511658
80%,LambdaMART,1.636432376
80%,LambdaMART,1.628684449
80%,LambdaMART,1.60007949
80%,LambdaMART,1.599469544
80%,LambdaMART,1.595923145
80%,LambdaMART,1.589169298
80%,LambdaMART,1.575344223
80%,LambdaMART,1.573018154
80%,LambdaMART,1.555378425
80%,LambdaMART,1.533343319
80%,LambdaMART,1.514107903
80%,LambdaMART,1.473775685
80%,LambdaMART,1.473437001
80%,LambdaMART,1.451373529
80%,LambdaMART,1.439417456
80%,LambdaMART,1.439043338
80%,LambdaMART,1.412771499
80%,LambdaMART,1.408544163
80%,LambdaMART,1.400037936
80%,LambdaMART,1.390324322
80%,LambdaMART,1.387796734
80%,LambdaMART,1.374447873
80%,LambdaMART,1.373591599
80%,LambdaMART,1.373110206
80%,LambdaMART,1.371072681
80%,LambdaMART,1.362279736
80%,LambdaMART,1.351317115
80%,LambdaMART,1.341997035
80%,LambdaMART,1.31714899
80%,LambdaMART,1.309612886
80%,LambdaMART,1.283861007
80%,LambdaMART,1.268610022
80%,LambdaMART,1.263295408
80%,LambdaMART,1.261299127
80%,LambdaMART,1.26038654
80%,LambdaMART,1.258234932
80%,LambdaMART,1.257109815
80%,LambdaMART,1.251187665
80%,LambdaMART,1.247797131
80%,LambdaMART,1.241424706
80%,LambdaMART,1.239099979
80%,LambdaMART,1.238888118
80%,LambdaMART,1.230476819
80%,LambdaMART,1.228865704
80%,LambdaMART,1.212651864
80%,LambdaMART,1.203228802
80%,LambdaMART,1.183651798
80%,LambdaMART,1.159584978
80%,LambdaMART,1.148214856
80%,LambdaMART,1.147049535
80%,LambdaMART,1.137300866
80%,LambdaMART,1.127727759
80%,LambdaMART,1.123387273
80%,LambdaMART,1.103726484
80%,LambdaMART,1.099069966
80%,LambdaMART,1.098007533
80%,LambdaMART,1.092854351
80%,LambdaMART,1.08774294
80%,LambdaMART,1.082365231
80%,LambdaMART,1.077762006
80%,LambdaMART,1.063278072
80%,LambdaMART,1.026633504
80%,LambdaMART,1.024915701
80%,LambdaMART,1.023950183
80%,LambdaMART,1.020844017
80%,LambdaMART,1.019628237
80%,LambdaMART,1.008790617
80%,LambdaMART,1.003338951
80%,LambdaMART,1.002131269
80%,LambdaMART,1.001660428
80%,LambdaMART,0.995733097
80%,LambdaMART,0.983801207
80%,LambdaMART,0.97988944
80%,LambdaMART,0.971583487
80%,LambdaMART,0.953815466
80%,LambdaMART,0.952856749
80%,LambdaMART,0.952807372
80%,LambdaMART,0.928902186
80%,LambdaMART,0.928517205
80%,LambdaMART,0.917884106
80%,LambdaMART,0.893735218
80%,LambdaMART,0.881043484
80%,LambdaMART,0.864860746
80%,LambdaMART,0.861534362
80%,LambdaMART,0.860878066
80%,LambdaMART,0.847813824
80%,LambdaMART,0.843211546
80%,LambdaMART,0.841659989
80%,LambdaMART,0.836297812
80%,LambdaMART,0.828527317
80%,LambdaMART,0.81939613
80%,LambdaMART,0.807534358
80%,LambdaMART,0.799590349
80%,LambdaMART,0.798890412
80%,LambdaMART,0.785602865
80%,LambdaMART,0.780010407
80%,LambdaMART,0.771238054
80%,LambdaMART,0.766671699
80%,LambdaMART,0.760027064
80%,LambdaMART,0.757183483
80%,LambdaMART,0.750111545
80%,LambdaMART,0.748049962
80%,LambdaMART,0.743966565
80%,LambdaMART,0.722065422
80%,LambdaMART,0.721714324
80%,LambdaMART,0.719889452
80%,LambdaMART,0.716836739
80%,LambdaMART,0.715515957
80%,LambdaMART,0.715011513
80%,LambdaMART,0.712377784
80%,LambdaMART,0.6959207
80%,LambdaMART,0.694039716
80%,LambdaMART,0.688235301
80%,LambdaMART,0.67863387
80%,LambdaMART,0.672504536
80%,LambdaMART,0.671460915
80%,LambdaMART,0.670772876
80%,LambdaMART,0.665386321
80%,LambdaMART,0.665237639
80%,LambdaMART,0.646868044
80%,LambdaMART,0.636698529
80%,LambdaMART,0.635612245
80%,LambdaMART,0.63502271
80%,LambdaMART,0.630496168
80%,LambdaMART,0.622538494
80%,LambdaMART,0.619412324
80%,LambdaMART,0.618007257
80%,LambdaMART,0.616675389
80%,LambdaMART,0.610619732
80%,LambdaMART,0.600948677
80%,LambdaMART,0.599795469
80%,LambdaMART,0.597375055
80%,LambdaMART,0.594964984
80%,LambdaMART,0.575674623
80%,LambdaMART,0.574423396
80%,LambdaMART,0.574400904
80%,LambdaMART,0.570074438
80%,LambdaMART,0.562789054
80%,LambdaMART,0.559147473
80%,LambdaMART,0.557668224
80%,LambdaMART,0.557415594
80%,LambdaMART,0.555220785
80%,LambdaMART,0.553077659
80%,LambdaMART,0.538139201
80%,LambdaMART,0.534437667
80%,LambdaMART,0.530418953
80%,LambdaMART,0.525038574
80%,LambdaMART,0.510063051
80%,LambdaMART,0.509518194
80%,LambdaMART,0.504734005
80%,LambdaMART,0.494649654
80%,LambdaMART,0.491520552
80%,LambdaMART,0.482839701
80%,LambdaMART,0.480975734
80%,LambdaMART,0.473288776
80%,LambdaMART,0.464426574
80%,LambdaMART,0.445768368
80%,LambdaMART,0.444816373
80%,LambdaMART,0.442806621
80%,LambdaMART,0.434066704
80%,LambdaMART,0.432346551
80%,LambdaMART,0.43174503
80%,LambdaMART,0.422159637
80%,LambdaMART,0.417686693
80%,LambdaMART,0.412372011
80%,LambdaMART,0.392723122
80%,LambdaMART,0.3894665
80%,LambdaMART,0.360615735
80%,LambdaMART,0.358071952
80%,LambdaMART,0.350199516
80%,LambdaMART,0.341201109
80%,LambdaMART,0.335845557
80%,LambdaMART,0.31278706
80%,LambdaMART,0.299443003
80%,LambdaMART,0.2983181
80%,LambdaMART,0.279300053
80%,LambdaMART,0.272101186
80%,LambdaMART,0.255541567
80%,LambdaMART,0.244947072
80%,LambdaMART,0.241858887
80%,LambdaMART,0.23557481
80%,LambdaMART,0.234446701
80%,LambdaMART,0.230006642
80%,LambdaMART,0.224459276
80%,LambdaMART,0.216412509
80%,LambdaMART,0.209139562
80%,LambdaMART,0.194354811
80%,LambdaMART,0.17874518
80%,LambdaMART,0.147165863
80%,LambdaMART,0.145996745
80%,LambdaMART,0.127942016
80%,LambdaMART,0.12475202
80%,LambdaMART,0.116349695
80%,LambdaMART,0.116012089
80%,LambdaMART,0.11371119
80%,LambdaMART,0.101445651
80%,LambdaMART,0.094169683
80%,LambdaMART,0.092115256
80%,LambdaMART,0.086468449
80%,LambdaMART,0.080601416
80%,LambdaMART,0.057576855
80%,LambdaMART,0.047949146
80%,LambdaMART,0.047320759
80%,LambdaMART,0.045195399
80%,LambdaMART,0.024154948
80%,LambdaMART,-0.003506838
80%,LambdaMART,-0.014656964
80%,LambdaMART,-0.024633873
80%,LambdaMART,-0.034183845
80%,LambdaMART,-0.061296851
80%,LambdaMART,-0.067050961
80%,LambdaMART,-0.07481382
80%,LambdaMART,-0.116476056
80%,LambdaMART,-0.131885972
80%,LambdaMART,-0.139726249
80%,LambdaMART,-0.153984501
80%,LambdaMART,-0.15577729
80%,LambdaMART,-0.168763807
80%,LambdaMART,-0.191283044
80%,LambdaMART,-0.193453999
80%,LambdaMART,-0.201436055
80%,LambdaMART,-0.217399568
80%,LambdaMART,-0.243436962
80%,LambdaMART,-0.264331163
80%,LambdaMART,-0.353003871
90%,LambdaMART,3.563752643
90%,LambdaMART,3.119539099
90%,LambdaMART,2.954626896
90%,LambdaMART,2.923803372
90%,LambdaMART,2.879796432
90%,LambdaMART,2.865733885
90%,LambdaMART,2.837737787
90%,LambdaMART,2.833173512
90%,LambdaMART,2.728076807
90%,LambdaMART,2.698818602
90%,LambdaMART,2.665182418
90%,LambdaMART,2.661358397
90%,LambdaMART,2.635675927
90%,LambdaMART,2.63276013
90%,LambdaMART,2.612890968
90%,LambdaMART,2.593900058
90%,LambdaMART,2.583293088
90%,LambdaMART,2.509919079
90%,LambdaMART,2.502858163
90%,LambdaMART,2.499014582
90%,LambdaMART,2.470489587
90%,LambdaMART,2.435183298
90%,LambdaMART,2.42775499
90%,LambdaMART,2.413786047
90%,LambdaMART,2.395175688
90%,LambdaMART,2.29931907
90%,LambdaMART,2.27433409
90%,LambdaMART,2.268137046
90%,LambdaMART,2.256718901
90%,LambdaMART,2.238566144
90%,LambdaMART,2.229200578
90%,LambdaMART,2.223360297
90%,LambdaMART,2.218345923
90%,LambdaMART,2.216950569
90%,LambdaMART,2.169809035
90%,LambdaMART,2.169049213
90%,LambdaMART,2.150559093
90%,LambdaMART,2.108590374
90%,LambdaMART,2.095473906
90%,LambdaMART,2.071154507
90%,LambdaMART,2.064345156
90%,LambdaMART,2.048005439
90%,LambdaMART,2.03520053
90%,LambdaMART,2.031371509
90%,LambdaMART,2.004674796
90%,LambdaMART,1.984965075
90%,LambdaMART,1.982082088
90%,LambdaMART,1.976149058
90%,LambdaMART,1.97383596
90%,LambdaMART,1.963457498
90%,LambdaMART,1.953936836
90%,LambdaMART,1.948348656
90%,LambdaMART,1.931746387
90%,LambdaMART,1.929078474
90%,LambdaMART,1.917517549
90%,LambdaMART,1.907648507
90%,LambdaMART,1.902746876
90%,LambdaMART,1.880201694
90%,LambdaMART,1.876963147
90%,LambdaMART,1.871961527
90%,LambdaMART,1.865365418
90%,LambdaMART,1.850651598
90%,LambdaMART,1.846459623
90%,LambdaMART,1.846158576
90%,LambdaMART,1.844060362
90%,LambdaMART,1.843879723
90%,LambdaMART,1.83538071
90%,LambdaMART,1.831083163
90%,LambdaMART,1.830954506
90%,LambdaMART,1.808548846
90%,LambdaMART,1.795981916
90%,LambdaMART,1.793512306
90%,LambdaMART,1.780625515
90%,LambdaMART,1.773611299
90%,LambdaMART,1.765796471
90%,LambdaMART,1.763973132
90%,LambdaMART,1.759241034
90%,LambdaMART,1.748410592
90%,LambdaMART,1.746367458
90%,LambdaMART,1.743562734
90%,LambdaMART,1.740685598
90%,LambdaMART,1.737429331
90%,LambdaMART,1.730700316
90%,LambdaMART,1.726167346
90%,LambdaMART,1.718563512
90%,LambdaMART,1.707746141
90%,LambdaMART,1.704807586
90%,LambdaMART,1.700325489
90%,LambdaMART,1.700266712
90%,LambdaMART,1.689335438
90%,LambdaMART,1.688308357
90%,LambdaMART,1.687994322
90%,LambdaMART,1.676086633
90%,LambdaMART,1.6301317
90%,LambdaMART,1.626956283
90%,LambdaMART,1.623152226
90%,LambdaMART,1.621261954
90%,LambdaMART,1.606637343
90%,LambdaMART,1.605722865
90%,LambdaMART,1.605479578
90%,LambdaMART,1.603203499
90%,LambdaMART,1.597918435
90%,LambdaMART,1.593274925
90%,LambdaMART,1.589288106
90%,LambdaMART,1.589084032
90%,LambdaMART,1.581357588
90%,LambdaMART,1.579116987
90%,LambdaMART,1.567403483
90%,LambdaMART,1.567272174
90%,LambdaMART,1.559252025
90%,LambdaMART,1.554555598
90%,LambdaMART,1.55198648
90%,LambdaMART,1.548861555
90%,LambdaMART,1.54693399
90%,LambdaMART,1.54244909
90%,LambdaMART,1.54196903
90%,LambdaMART,1.538417968
90%,LambdaMART,1.537981338
90%,LambdaMART,1.537116186
90%,LambdaMART,1.532665776
90%,LambdaMART,1.527979794
90%,LambdaMART,1.525236494
90%,LambdaMART,1.512044813
90%,LambdaMART,1.510529867
90%,LambdaMART,1.495299015
90%,LambdaMART,1.490112613
90%,LambdaMART,1.484940788
90%,LambdaMART,1.482534096
90%,LambdaMART,1.479712288
90%,LambdaMART,1.478140873
90%,LambdaMART,1.476508996
90%,LambdaMART,1.473136585
90%,LambdaMART,1.471798242
90%,LambdaMART,1.470828652
90%,LambdaMART,1.469821111
90%,LambdaMART,1.468491863
90%,LambdaMART,1.464108871
90%,LambdaMART,1.461425111
90%,LambdaMART,1.457736136
90%,LambdaMART,1.454353193
90%,LambdaMART,1.453963217
90%,LambdaMART,1.451794101
90%,LambdaMART,1.443040349
90%,LambdaMART,1.439602817
90%,LambdaMART,1.43871762
90%,LambdaMART,1.437136957
90%,LambdaMART,1.432519176
90%,LambdaMART,1.422515267
90%,LambdaMART,1.41840092
90%,LambdaMART,1.411263062
90%,LambdaMART,1.40070863
90%,LambdaMART,1.386002947
90%,LambdaMART,1.381261615
90%,LambdaMART,1.377592349
90%,LambdaMART,1.372434843
90%,LambdaMART,1.370471981
90%,LambdaMART,1.355785514
90%,LambdaMART,1.352621903
90%,LambdaMART,1.351674869
90%,LambdaMART,1.349214467
90%,LambdaMART,1.348917691
90%,LambdaMART,1.345532831
90%,LambdaMART,1.340670959
90%,LambdaMART,1.339235269
90%,LambdaMART,1.337795894
90%,LambdaMART,1.334289673
90%,LambdaMART,1.324969108
90%,LambdaMART,1.324815769
90%,LambdaMART,1.31859157
90%,LambdaMART,1.311442044
90%,LambdaMART,1.310916341
90%,LambdaMART,1.308633077
90%,LambdaMART,1.305486106
90%,LambdaMART,1.299600042
90%,LambdaMART,1.29956599
90%,LambdaMART,1.295613056
90%,LambdaMART,1.290087765
90%,LambdaMART,1.287539459
90%,LambdaMART,1.286289791
90%,LambdaMART,1.282612717
90%,LambdaMART,1.278270582
90%,LambdaMART,1.278120058
90%,LambdaMART,1.268393553
90%,LambdaMART,1.267457345
90%,LambdaMART,1.26275611
90%,LambdaMART,1.259308107
90%,LambdaMART,1.245204305
90%,LambdaMART,1.243811203
90%,LambdaMART,1.243331576
90%,LambdaMART,1.235475993
90%,LambdaMART,1.23457839
90%,LambdaMART,1.232058309
90%,LambdaMART,1.230996242
90%,LambdaMART,1.206633627
90%,LambdaMART,1.206154974
90%,LambdaMART,1.204450544
90%,LambdaMART,1.203073215
90%,LambdaMART,1.202187469
90%,LambdaMART,1.196968951
90%,LambdaMART,1.192157045
90%,LambdaMART,1.191818351
90%,LambdaMART,1.185569138
90%,LambdaMART,1.183780206
90%,LambdaMART,1.183108704
90%,LambdaMART,1.175999558
90%,LambdaMART,1.173075062
90%,LambdaMART,1.171304562
90%,LambdaMART,1.169533859
90%,LambdaMART,1.160977675
90%,LambdaMART,1.159480465
90%,LambdaMART,1.154060997
90%,LambdaMART,1.149640704
90%,LambdaMART,1.145512692
90%,LambdaMART,1.140801983
90%,LambdaMART,1.130741968
90%,LambdaMART,1.126759532
90%,LambdaMART,1.124934155
90%,LambdaMART,1.123480627
90%,LambdaMART,1.121224032
90%,LambdaMART,1.121122414
90%,LambdaMART,1.120579054
90%,LambdaMART,1.114568055
90%,LambdaMART,1.113616638
90%,LambdaMART,1.103666548
90%,LambdaMART,1.099129049
90%,LambdaMART,1.095082101
90%,LambdaMART,1.094255698
90%,LambdaMART,1.082957718
90%,LambdaMART,1.0775991
90%,LambdaMART,1.076073564
90%,LambdaMART,1.071607819
90%,LambdaMART,1.070480265
90%,LambdaMART,1.069656581
90%,LambdaMART,1.066529512
90%,LambdaMART,1.066008557
90%,LambdaMART,1.060222562
90%,LambdaMART,1.058950007
90%,LambdaMART,1.056562107
90%,LambdaMART,1.055420458
90%,LambdaMART,1.054211046
90%,LambdaMART,1.051440046
90%,LambdaMART,1.0482083
90%,LambdaMART,1.048201588
90%,LambdaMART,1.046590813
90%,LambdaMART,1.046556577
90%,LambdaMART,1.045670044
90%,LambdaMART,1.044623619
90%,LambdaMART,1.044427309
90%,LambdaMART,1.043172812
90%,LambdaMART,1.039954596
90%,LambdaMART,1.039826331
90%,LambdaMART,1.037366702
90%,LambdaMART,1.036053119
90%,LambdaMART,1.033149423
90%,LambdaMART,1.03305411
90%,LambdaMART,1.02635926
90%,LambdaMART,1.019188647
90%,LambdaMART,1.018274567
90%,LambdaMART,1.014503941
90%,LambdaMART,1.014024825
90%,LambdaMART,1.013803835
90%,LambdaMART,1.010229565
90%,LambdaMART,1.008073807
90%,LambdaMART,1.007556487
90%,LambdaMART,1.007307624
90%,LambdaMART,1.006419077
90%,LambdaMART,1.000280711
90%,LambdaMART,1.000052564
90%,LambdaMART,0.996751669
90%,LambdaMART,0.990652952
90%,LambdaMART,0.987153948
90%,LambdaMART,0.982588471
90%,LambdaMART,0.977603336
90%,LambdaMART,0.976516373
90%,LambdaMART,0.975720697
90%,LambdaMART,0.975318484
90%,LambdaMART,0.975285962
90%,LambdaMART,0.971672298
90%,LambdaMART,0.965833481
90%,LambdaMART,0.96425756
90%,LambdaMART,0.960039124
90%,LambdaMART,0.959071286
90%,LambdaMART,0.957198764
90%,LambdaMART,0.947212658
90%,LambdaMART,0.94430645
90%,LambdaMART,0.944025115
90%,LambdaMART,0.939085405
90%,LambdaMART,0.938425723
90%,LambdaMART,0.937516913
90%,LambdaMART,0.930477096
90%,LambdaMART,0.9247054
90%,LambdaMART,0.923193571
90%,LambdaMART,0.92175958
90%,LambdaMART,0.920223456
90%,LambdaMART,0.918638452
90%,LambdaMART,0.913443597
90%,LambdaMART,0.899293017
90%,LambdaMART,0.898362597
90%,LambdaMART,0.897978087
90%,LambdaMART,0.897360796
90%,LambdaMART,0.897305953
90%,LambdaMART,0.886915091
90%,LambdaMART,0.883589436
90%,LambdaMART,0.881779995
90%,LambdaMART,0.873536502
90%,LambdaMART,0.871970048
90%,LambdaMART,0.869775134
90%,LambdaMART,0.867231703
90%,LambdaMART,0.866353972
90%,LambdaMART,0.860354022
90%,LambdaMART,0.85231754
90%,LambdaMART,0.844898493
90%,LambdaMART,0.834313092
90%,LambdaMART,0.833194388
90%,LambdaMART,0.83080701
90%,LambdaMART,0.830806261
90%,LambdaMART,0.828801807
90%,LambdaMART,0.824767108
90%,LambdaMART,0.823475764
90%,LambdaMART,0.820580457
90%,LambdaMART,0.819875
90%,LambdaMART,0.81637839
90%,LambdaMART,0.814419654
90%,LambdaMART,0.812656202
90%,LambdaMART,0.804136664
90%,LambdaMART,0.803656206
90%,LambdaMART,0.802734306
90%,LambdaMART,0.800009945
90%,LambdaMART,0.798666953
90%,LambdaMART,0.798537757
90%,LambdaMART,0.796586958
90%,LambdaMART,0.796541764
90%,LambdaMART,0.787650967
